date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week
19/04/2018 01:15,3.06,3.74,0,0,63.32,100,4500,Weekday,Thursday
19/04/2018 01:45,3.38,4.18,0,0,62.88,100,6300,Weekday,Thursday
19/04/2018 04:00,3.56,3.49,0,0,71.41,100,14400,Weekday,Thursday
19/04/2018 09:00,76.18,42.66,0,0.03,87.25,100,32400,Weekday,Thursday
19/04/2018 10:00,57.2,24.52,0,0.03,91.91,100,36000,Weekday,Thursday
19/04/2018 15:45,55.69,25.31,0,0.03,91.04,100,56700,Weekday,Thursday
19/04/2018 19:30,40.1,3.13,0.4,0.02,99.7,100,70200,Weekday,Thursday
19/04/2018 22:00,4.03,0,26.28,0,100,15.16,79200,Weekday,Thursday
20/04/2018 08:00,4.1,4.43,0,0,67.92,100,28800,Weekday,Friday
20/04/2018 12:00,71.89,55.62,0,0.03,79.09,100,43200,Weekday,Friday
20/04/2018 15:30,106.67,43.74,0,0.05,92.52,100,55800,Weekday,Friday
20/04/2018 19:00,61.09,5.15,1.3,0.03,99.65,99.98,68400,Weekday,Friday
20/04/2018 19:45,62.42,4.14,1.22,0.03,99.78,99.98,71100,Weekday,Friday
20/04/2018 21:45,5.04,0,26.78,0,100,18.5,78300,Weekday,Friday
21/04/2018 00:45,3.46,3.1,0,0,74.48,100,2700,Weekend,Saturday
21/04/2018 06:00,2.95,3.78,0,0,61.52,100,21600,Weekend,Saturday
21/04/2018 13:15,33.44,3.64,9.97,0.02,99.41,95.83,47700,Weekend,Saturday
21/04/2018 17:00,30.96,0.94,5.04,0.01,99.95,98.7,61200,Weekend,Saturday
21/04/2018 23:30,2.99,3.85,0,0,61.34,100,84600,Weekend,Saturday
22/04/2018 00:45,3.02,4,0,0,60.26,100,2700,Weekend,Sunday
22/04/2018 08:45,31.1,29.7,0,0.01,72.32,100,31500,Weekend,Sunday
22/04/2018 09:45,32.36,1.3,1.69,0.01,99.92,99.86,35100,Weekend,Sunday
22/04/2018 18:30,3.92,0,4.68,0,100,64.21,66600,Weekend,Sunday
23/04/2018 00:45,3.17,4.39,0,0,58.54,100,2700,Weekday,Monday
23/04/2018 03:15,3.17,4.32,0,0,59.16,100,11700,Weekday,Monday
23/04/2018 06:45,3.13,4.07,0,0,60.96,100,24300,Weekday,Monday
23/04/2018 16:30,47.2,10.01,0,0.02,97.82,100,59400,Weekday,Monday
23/04/2018 17:30,41.44,3.78,1.55,0.02,99.59,99.93,63000,Weekday,Monday
24/04/2018 01:30,3.24,4.46,0,0,58.77,100,5400,Weekday,Tuesday
24/04/2018 07:00,3.46,3.89,0,0,66.46,100,25200,Weekday,Tuesday
24/04/2018 08:30,47.05,37.66,0,0.02,78.07,100,30600,Weekday,Tuesday
24/04/2018 09:00,47.09,13.79,0.04,0.02,95.97,100,32400,Weekday,Tuesday
24/04/2018 13:15,32.11,6.66,6.98,0.01,97.92,97.72,47700,Weekday,Tuesday
24/04/2018 15:00,54.65,18.76,0,0.03,94.58,100,54000,Weekday,Tuesday
25/04/2018 00:45,3.6,3.35,0,0,73.21,100,2700,Weekday,Wednesday
25/04/2018 09:30,113.29,52.96,0,0.05,90.59,100,34200,Weekday,Wednesday
25/04/2018 10:15,61.52,48.13,0,0.03,78.76,100,36900,Weekday,Wednesday
26/04/2018 00:00,3.56,3.1,0,0,75.41,100,0,Weekday,Thursday
26/04/2018 01:15,3.67,3.96,0,0,67.97,100,4500,Weekday,Thursday
26/04/2018 01:30,3.24,4.14,0,0,61.63,100,5400,Weekday,Thursday
26/04/2018 05:30,3.13,4.54,0,0,56.76,100,19800,Weekday,Thursday
26/04/2018 08:15,93.53,66.1,0,0.04,81.66,100,29700,Weekday,Thursday
26/04/2018 10:45,111.64,52.34,0,0.05,90.54,100,38700,Weekday,Thursday
26/04/2018 15:30,43.6,14.72,0,0.02,94.75,100,55800,Weekday,Thursday
26/04/2018 18:30,104.33,64.19,0,0.05,85.17,100,66600,Weekday,Thursday
26/04/2018 20:30,95.62,30.92,0,0.04,95.15,100,73800,Weekday,Thursday
26/04/2018 21:15,11.23,0,21.38,0.01,100,46.5,76500,Weekday,Thursday
26/04/2018 23:45,3.53,2.81,0,0,78.24,100,85500,Weekday,Thursday
27/04/2018 10:15,39.96,4.1,0.4,0.02,99.48,99.99,36900,Weekday,Friday
27/04/2018 11:00,55.4,23.33,0,0.03,92.16,100,39600,Weekday,Friday
27/04/2018 12:00,72.68,35.03,0,0.03,90.08,100,43200,Weekday,Friday
27/04/2018 14:30,108.07,49.1,0,0.05,91.04,100,52200,Weekday,Friday
27/04/2018 15:45,71.6,31.75,0,0.03,91.42,100,56700,Weekday,Friday
27/04/2018 16:45,104.47,50.87,0,0.05,89.91,100,60300,Weekday,Friday
27/04/2018 17:15,40.03,8.64,0,0.02,97.75,100,62100,Weekday,Friday
28/04/2018 08:30,34.45,30.38,0,0.02,75,100,30600,Weekend,Saturday
28/04/2018 09:45,63.22,3.35,1.69,0.03,99.86,99.96,35100,Weekend,Saturday
28/04/2018 15:15,32.83,0,6.19,0.02,100,98.27,54900,Weekend,Saturday
29/04/2018 04:45,2.59,3.6,0,0,58.4,100,17100,Weekend,Sunday
29/04/2018 07:15,2.88,3.82,0,0,60.2,100,26100,Weekend,Sunday
29/04/2018 10:30,3.56,0,18.86,0,100,18.55,37800,Weekend,Sunday
29/04/2018 15:15,3.17,0,16.34,0,100,19.05,54900,Weekend,Sunday
29/04/2018 19:15,3.06,0,16.74,0,100,17.98,69300,Weekend,Sunday
30/04/2018 23:15,3.42,3.74,0,0,67.48,100,83700,Weekday,Monday
01/05/2018 02:00,2.92,4.39,0,0,55.38,100,7200,Weekday,Tuesday
01/05/2018 05:45,2.92,4.57,0,0,53.84,100,20700,Weekday,Tuesday
01/05/2018 08:15,2.95,4.46,0,0,55.17,100,29700,Weekday,Tuesday
01/05/2018 11:45,3.02,0,4.82,0,100,53.09,42300,Weekday,Tuesday
01/05/2018 12:15,3.13,0,12.67,0,100,23.98,44100,Weekday,Tuesday
01/05/2018 12:45,3.24,0,16.27,0,100,19.53,45900,Weekday,Tuesday
01/05/2018 14:45,3.1,0,16.96,0,100,17.98,53100,Weekday,Tuesday
01/05/2018 15:00,3.1,0,16.96,0,100,17.98,54000,Weekday,Tuesday
01/05/2018 23:30,2.88,4.18,0,0,56.74,100,84600,Weekday,Tuesday
02/05/2018 00:30,2.88,4.36,0,0,55.12,100,1800,Weekday,Wednesday
02/05/2018 01:45,4,5.47,0,0,59.03,100,6300,Weekday,Wednesday
02/05/2018 03:00,2.99,4.5,0,0,55.34,100,10800,Weekday,Wednesday
02/05/2018 04:15,2.88,4.25,0,0,56.1,100,15300,Weekday,Wednesday
02/05/2018 07:15,2.92,4.28,0,0,56.36,100,26100,Weekday,Wednesday
02/05/2018 08:15,39.96,37.87,0,0.02,72.58,100,29700,Weekday,Wednesday
02/05/2018 09:00,108.97,53.06,0,0.05,89.91,100,32400,Weekday,Wednesday
02/05/2018 10:30,81.5,40.9,0,0.04,89.38,100,37800,Weekday,Wednesday
02/05/2018 23:15,3.67,3.49,0,0,72.47,100,83700,Weekday,Wednesday
03/05/2018 00:45,3.74,3.85,0,0,69.68,100,2700,Weekday,Thursday
03/05/2018 02:30,3.71,3.67,0,0,71.09,100,9000,Weekday,Thursday
03/05/2018 05:45,3.67,4.07,0,0,66.97,100,20700,Weekday,Thursday
03/05/2018 07:00,3.13,4.36,0,0,58.32,100,25200,Weekday,Thursday
03/05/2018 11:45,115.31,70.16,0,0.05,85.43,100,42300,Weekday,Thursday
03/05/2018 12:30,6.66,0,25.16,0,100,25.59,45000,Weekday,Thursday
03/05/2018 19:45,66.53,38.7,0,0.03,86.44,100,71100,Weekday,Thursday
04/05/2018 00:00,3.56,3.67,0,0,69.63,100,0,Weekday,Friday
04/05/2018 01:00,3.67,3.74,0,0,70.04,100,3600,Weekday,Friday
04/05/2018 04:00,3.35,3.53,0,0,68.84,100,14400,Weekday,Friday
04/05/2018 05:45,2.99,3.96,0,0,60.26,100,20700,Weekday,Friday
04/05/2018 06:00,3.02,4.25,0,0,57.92,100,21600,Weekday,Friday
04/05/2018 06:30,3.64,4.46,0,0,63.23,100,23400,Weekday,Friday
04/05/2018 16:45,60.91,28.87,0,0.03,90.36,100,60300,Weekday,Friday
04/05/2018 22:30,3.56,4.07,0,0,65.84,100,81000,Weekday,Friday
05/05/2018 01:30,3.02,4.32,0,0,57.3,100,5400,Weekend,Saturday
05/05/2018 10:00,3.24,0,17.24,0,100,18.47,36000,Weekend,Saturday
05/05/2018 14:30,3.1,0,17.39,0,100,17.55,52200,Weekend,Saturday
05/05/2018 17:15,3.2,0,16.92,0,100,18.58,62100,Weekend,Saturday
05/05/2018 21:30,3.24,0,17.06,0,100,18.66,77400,Weekend,Saturday
06/05/2018 03:30,2.99,4.32,0,0,56.91,100,12600,Weekend,Sunday
06/05/2018 05:45,2.95,4.32,0,0,56.39,100,20700,Weekend,Sunday
06/05/2018 12:00,3.02,0,5.11,0,100,50.88,43200,Weekend,Sunday
06/05/2018 16:00,3.49,0,18.65,0,100,18.39,57600,Weekend,Sunday
06/05/2018 16:45,3.17,0,16.96,0,100,18.37,60300,Weekend,Sunday
06/05/2018 19:45,3.2,0,17.06,0,100,18.44,71100,Weekend,Sunday
06/05/2018 21:30,3.2,0,16.99,0,100,18.51,77400,Weekend,Sunday
06/05/2018 23:45,2.95,3.96,0,0,59.74,100,85500,Weekend,Sunday
07/05/2018 04:00,2.95,4.25,0,0,57.02,100,14400,Weekday,Monday
07/05/2018 07:45,3.31,3.49,0,0,68.81,100,27900,Weekday,Monday
07/05/2018 08:15,37.08,32.33,0,0.02,75.37,100,29700,Weekday,Monday
07/05/2018 10:00,103.36,39.53,0,0.05,93.4,100,36000,Weekday,Monday
07/05/2018 14:15,113.54,43.13,0,0.05,93.48,100,51300,Weekday,Monday
07/05/2018 15:45,111.53,53.32,0,0.05,90.22,100,56700,Weekday,Monday
07/05/2018 19:15,106.09,31.1,0,0.05,95.96,100,69300,Weekday,Monday
08/05/2018 07:00,3.02,3.74,0,0,62.82,100,25200,Weekday,Tuesday
08/05/2018 12:30,5.29,0,26.42,0,100,19.63,45000,Weekday,Tuesday
08/05/2018 14:00,69.16,42.88,0,0.03,84.99,100,50400,Weekday,Tuesday
08/05/2018 14:30,69.8,53.28,0,0.03,79.49,100,52200,Weekday,Tuesday
08/05/2018 19:15,55.66,18.5,0,0.03,94.9,100,69300,Weekday,Tuesday
08/05/2018 21:15,4.43,0,24.23,0,100,17.98,76500,Weekday,Tuesday
09/05/2018 06:45,3.06,4.25,0,0,58.43,100,24300,Weekday,Wednesday
09/05/2018 09:00,50.98,24.41,0,0.02,90.19,100,32400,Weekday,Wednesday
09/05/2018 11:00,64.01,32.22,0,0.03,89.32,100,39600,Weekday,Wednesday
09/05/2018 23:15,3.56,3.17,0,0,74.68,100,83700,Weekday,Wednesday
10/05/2018 00:00,3.64,3.56,0,0,71.49,100,0,Weekday,Thursday
10/05/2018 10:00,65.41,33.95,0,0.03,88.76,100,36000,Weekday,Thursday
10/05/2018 11:15,58.75,42.44,0,0.03,81.06,100,40500,Weekday,Thursday
10/05/2018 12:00,56.41,37.44,0,0.03,83.32,100,43200,Weekday,Thursday
10/05/2018 13:30,60.34,28.58,0,0.03,90.38,100,48600,Weekday,Thursday
10/05/2018 19:45,62.82,27.36,0,0.03,91.68,100,71100,Weekday,Thursday
11/05/2018 02:15,3.64,3.78,0,0,69.36,100,8100,Weekday,Friday
11/05/2018 02:45,3.67,3.85,0,0,69,100,9900,Weekday,Friday
11/05/2018 04:15,3.06,4.21,0,0,58.79,100,15300,Weekday,Friday
11/05/2018 05:30,3.06,4.28,0,0,58.16,100,19800,Weekday,Friday
11/05/2018 05:45,3.06,4.46,0,0,56.57,100,20700,Weekday,Friday
11/05/2018 06:45,3.06,4.5,0,0,56.23,100,24300,Weekday,Friday
11/05/2018 07:15,3.6,4.79,0,0,60.08,100,26100,Weekday,Friday
11/05/2018 10:45,64.76,36.65,0,0.03,87.03,100,38700,Weekday,Friday
11/05/2018 13:45,64.08,26.75,0,0.03,92.28,100,49500,Weekday,Friday
11/05/2018 14:45,60.95,23.94,0,0.03,93.08,100,53100,Weekday,Friday
11/05/2018 15:15,46.76,12.78,0,0.02,96.46,100,54900,Weekday,Friday
11/05/2018 16:15,66.31,29.34,0,0.03,91.45,100,58500,Weekday,Friday
11/05/2018 17:45,34.7,0.58,5.94,0.02,99.99,98.57,63900,Weekday,Friday
11/05/2018 18:45,34.27,7.34,0.29,0.02,97.78,100,67500,Weekday,Friday
11/05/2018 19:30,50.33,10.76,0.22,0.02,97.79,100,70200,Weekday,Friday
11/05/2018 22:15,3.78,1.4,14.04,0,93.77,26,80100,Weekday,Friday
12/05/2018 01:00,3.6,4.03,0,0,66.62,100,3600,Weekend,Saturday
12/05/2018 06:00,2.95,4.21,0,0,57.39,100,21600,Weekend,Saturday
12/05/2018 11:30,22.79,3.82,0.11,0.01,98.62,100,41400,Weekend,Saturday
12/05/2018 21:45,3.17,0,16.99,0,100,18.34,78300,Weekend,Saturday
13/05/2018 10:45,3.13,0,16.92,0,100,18.19,38700,Weekend,Sunday
13/05/2018 13:15,3.13,0,16.92,0,100,18.19,47700,Weekend,Sunday
14/05/2018 02:15,2.88,4.25,0,0,56.1,100,8100,Weekday,Monday
14/05/2018 06:00,3.49,4.93,0,0,57.78,100,21600,Weekday,Monday
14/05/2018 07:15,2.92,4.57,0,0,53.84,100,26100,Weekday,Monday
14/05/2018 18:30,66.6,53.17,0,0.03,78.15,100,66600,Weekday,Monday
14/05/2018 23:45,4.07,5,0,0,63.13,100,85500,Weekday,Monday
15/05/2018 09:15,67.5,33.01,0,0.03,89.83,100,33300,Weekday,Tuesday
15/05/2018 14:15,102.6,40.18,0,0.05,93.11,100,51300,Weekday,Tuesday
15/05/2018 23:15,3.85,4.79,0,0,62.65,100,83700,Weekday,Tuesday
16/05/2018 04:15,3.24,5.15,0,0,53.25,100,15300,Weekday,Wednesday
16/05/2018 08:00,3.82,4.39,0,0,65.64,100,28800,Weekday,Wednesday
16/05/2018 09:15,47.59,17.89,0,0.02,93.6,100,33300,Weekday,Wednesday
16/05/2018 10:00,48.13,10.84,0,0.02,97.56,100,36000,Weekday,Wednesday
16/05/2018 14:45,125.39,52.31,0,0.06,92.29,100,53100,Weekday,Wednesday
16/05/2018 15:30,61.02,36.61,0,0.03,85.75,100,55800,Weekday,Wednesday
16/05/2018 17:15,103.57,41.51,0,0.05,92.82,100,62100,Weekday,Wednesday
17/05/2018 09:00,72.14,45.83,0,0.03,84.41,100,32400,Weekday,Thursday
17/05/2018 13:45,133.78,67.21,0,0.06,89.36,100,49500,Weekday,Thursday
17/05/2018 17:15,109.87,41.15,0,0.05,93.65,100,62100,Weekday,Thursday
17/05/2018 21:45,4.03,0,24.3,0,100,16.36,78300,Weekday,Thursday
18/05/2018 00:00,3.6,4.79,0,0,60.08,100,0,Weekday,Friday
18/05/2018 05:30,3.38,5.51,0,0,52.29,100,19800,Weekday,Friday
18/05/2018 07:15,3.31,5.29,0,0,53.04,100,26100,Weekday,Friday
18/05/2018 08:45,120.49,83.59,0,0.06,82.16,100,31500,Weekday,Friday
18/05/2018 09:30,75.89,31.18,0,0.03,92.5,100,34200,Weekday,Friday
18/05/2018 09:45,44.78,21.38,0,0.02,90.24,100,35100,Weekday,Friday
18/05/2018 20:45,62.14,33.7,0,0.03,87.9,100,74700,Weekday,Friday
18/05/2018 21:45,4.07,0,16.45,0,100,24.02,78300,Weekday,Friday
19/05/2018 00:00,3.1,5.15,0,0,51.57,100,0,Weekend,Saturday
19/05/2018 10:30,55.91,23.54,0,0.03,92.16,100,37800,Weekend,Saturday
19/05/2018 12:30,5.94,0,22.9,0,100,25.11,45000,Weekend,Saturday
19/05/2018 13:45,37.37,6.98,0,0.02,98.3,100,49500,Weekend,Saturday
19/05/2018 16:00,35.42,0.29,2.88,0.02,100,99.67,57600,Weekend,Saturday
19/05/2018 17:15,4.5,0,26.53,0,100,16.72,62100,Weekend,Saturday
19/05/2018 17:45,3.71,0,26.6,0,100,13.81,63900,Weekend,Saturday
20/05/2018 00:45,3.49,5.18,0,0,55.88,100,2700,Weekend,Sunday
20/05/2018 01:45,3.06,5.36,0,0,49.58,100,6300,Weekend,Sunday
20/05/2018 17:00,6.26,0,22.46,0,100,26.85,61200,Weekend,Sunday
20/05/2018 17:15,4.21,0,16.45,0,100,24.79,62100,Weekend,Sunday
20/05/2018 18:30,3.85,0,3.6,0,100,73.04,66600,Weekend,Sunday
20/05/2018 23:45,3.17,4.75,0,0,55.51,100,85500,Weekend,Sunday
21/05/2018 01:15,2.95,4.82,0,0,52.2,100,4500,Weekday,Monday
21/05/2018 01:30,2.99,4.82,0,0,52.71,100,5400,Weekday,Monday
21/05/2018 04:30,2.95,4.72,0,0,53,100,16200,Weekday,Monday
21/05/2018 10:15,55.26,28.12,0,0.03,89.12,100,36900,Weekday,Monday
21/05/2018 18:30,37.69,19.4,0,0.02,88.91,100,66600,Weekday,Monday
21/05/2018 23:00,3.6,4,0,0,66.9,100,82800,Weekday,Monday
21/05/2018 23:45,3.56,3.64,0,0,69.92,100,85500,Weekday,Monday
22/05/2018 00:15,3.02,4.18,0,0,58.56,100,900,Weekday,Tuesday
22/05/2018 01:15,3.02,4.18,0,0,58.56,100,4500,Weekday,Tuesday
22/05/2018 06:30,3.02,4.43,0,0,56.33,100,23400,Weekday,Tuesday
23/05/2018 05:15,3.74,5.8,0,0,54.19,100,18900,Weekday,Wednesday
23/05/2018 07:00,2.95,4.86,0,0,51.89,100,25200,Weekday,Wednesday
23/05/2018 10:45,114.59,57.6,0,0.05,89.35,100,38700,Weekday,Wednesday
23/05/2018 18:15,42.26,22.72,0.68,0.02,88.08,99.99,65700,Weekday,Wednesday
24/05/2018 00:30,3.35,4.21,0,0,62.27,100,1800,Weekday,Thursday
24/05/2018 03:15,2.99,4.64,0,0,54.17,100,11700,Weekday,Thursday
24/05/2018 12:30,4.79,0,17.1,0,100,26.97,45000,Weekday,Thursday
24/05/2018 12:45,4.64,0,16.74,0,100,26.71,45900,Weekday,Thursday
25/05/2018 03:30,3.49,4,0,0,65.74,100,12600,Weekday,Friday
25/05/2018 14:00,51.59,23.54,0,0.02,90.98,100,50400,Weekday,Friday
25/05/2018 17:45,29.81,0,7.99,0.01,100,96.59,63900,Weekday,Friday
26/05/2018 01:00,3.1,5,0,0,52.69,100,3600,Weekend,Saturday
26/05/2018 03:30,3.13,5.33,0,0,50.64,100,12600,Weekend,Saturday
26/05/2018 14:30,30.82,0.58,4.18,0.01,99.98,99.09,52200,Weekend,Saturday
27/05/2018 02:15,2.77,4.93,0,0,48.98,100,8100,Weekend,Sunday
27/05/2018 02:45,3.31,4.93,0,0,55.74,100,9900,Weekend,Sunday
27/05/2018 04:45,2.84,4.82,0,0,50.76,100,17100,Weekend,Sunday
27/05/2018 05:00,2.84,4.79,0,0,51,100,18000,Weekend,Sunday
27/05/2018 06:15,3.28,4.79,0,0,56.5,100,22500,Weekend,Sunday
27/05/2018 08:30,2.7,4.79,0,0,49.1,100,30600,Weekend,Sunday
27/05/2018 13:00,3.02,0,16.31,0,100,18.21,46800,Weekend,Sunday
27/05/2018 17:15,2.95,0,16.67,0,100,17.43,62100,Weekend,Sunday
27/05/2018 17:45,3.31,0,16.96,0,100,19.16,63900,Weekend,Sunday
28/05/2018 00:00,3.6,4.61,0,0,61.55,100,0,Weekday,Monday
28/05/2018 03:15,3.38,5.18,0,0,54.65,100,11700,Weekday,Monday
28/05/2018 05:00,2.81,5.18,0,0,47.68,100,18000,Weekday,Monday
28/05/2018 12:30,4.28,0,22.18,0,100,18.95,45000,Weekday,Monday
28/05/2018 13:00,4.1,0,16.13,0,100,24.64,46800,Weekday,Monday
28/05/2018 13:30,54.43,20.77,0,0.02,93.43,100,48600,Weekday,Monday
28/05/2018 18:00,29.45,0,8.42,0.01,100,96.15,64800,Weekday,Monday
28/05/2018 18:45,54.14,26.42,0,0.02,89.87,100,67500,Weekday,Monday
28/05/2018 20:15,55.8,21.56,0,0.03,93.28,100,72900,Weekday,Monday
29/05/2018 06:30,3.2,5.51,0,0,50.22,100,23400,Weekday,Tuesday
29/05/2018 09:30,69.88,38.81,0,0.03,87.42,100,34200,Weekday,Tuesday
29/05/2018 14:15,47.38,12.67,0,0.02,96.61,100,51300,Weekday,Tuesday
29/05/2018 16:30,52.99,17.35,0,0.02,95.04,100,59400,Weekday,Tuesday
29/05/2018 20:00,36.22,2.77,0.4,0.02,99.71,99.99,72000,Weekday,Tuesday
29/05/2018 21:15,5.47,0,22.36,0,100,23.76,76500,Weekday,Tuesday
29/05/2018 23:45,3.49,4.36,0,0,62.49,100,85500,Weekday,Tuesday
30/05/2018 01:00,3.28,5.11,0,0,54.02,100,3600,Weekday,Wednesday
30/05/2018 08:30,56.63,56.81,0,0.03,70.6,100,30600,Weekday,Wednesday
30/05/2018 09:15,47.66,19.66,0,0.02,92.44,100,33300,Weekday,Wednesday
30/05/2018 17:15,91.51,34.45,0,0.04,93.59,100,62100,Weekday,Wednesday
31/05/2018 00:00,2.88,4.86,0,0,50.98,100,0,Weekday,Thursday
31/05/2018 00:15,3.46,4.82,0,0,58.31,100,900,Weekday,Thursday
31/05/2018 02:45,2.95,5.4,0,0,47.94,100,9900,Weekday,Thursday
31/05/2018 05:30,2.99,5.87,0,0,45.39,100,19800,Weekday,Thursday
31/05/2018 08:00,4.61,7.2,0,0,53.92,100,28800,Weekday,Thursday
31/05/2018 16:45,88.13,30.6,0,0.04,94.47,100,60300,Weekday,Thursday
31/05/2018 22:45,2.92,5.08,0,0,49.83,100,81900,Weekday,Thursday
01/06/2018 08:45,51.12,50.8,0,0.02,70.93,100,31500,Weekday,Friday
01/06/2018 10:15,40.86,13.72,0,0.02,94.8,100,36900,Weekday,Friday
01/06/2018 10:45,49,20.12,0,0.02,92.51,100,38700,Weekday,Friday
01/06/2018 13:45,40.82,12.06,0,0.02,95.9,100,49500,Weekday,Friday
01/06/2018 19:15,4.75,0,25.45,0,100,18.35,69300,Weekday,Friday
01/06/2018 20:15,3.6,0,25.16,0,100,14.16,72900,Weekday,Friday
01/06/2018 21:15,3.64,0,21.67,0,100,16.57,76500,Weekday,Friday
02/06/2018 02:45,2.88,5.04,0,0,49.61,100,9900,Weekend,Saturday
02/06/2018 06:45,3.06,6.19,0,0,44.32,100,24300,Weekend,Saturday
02/06/2018 14:15,3.24,0,16.7,0,100,19.05,51300,Weekend,Saturday
02/06/2018 16:00,4.5,0,20.38,0,100,21.56,57600,Weekend,Saturday
02/06/2018 19:30,3.67,0,17.39,0,100,20.65,70200,Weekend,Saturday
02/06/2018 20:45,3.71,0,17.57,0,100,20.66,74700,Weekend,Saturday
02/06/2018 22:15,3.02,2.12,8.71,0,81.85,32.76,80100,Weekend,Saturday
02/06/2018 23:00,2.92,5.4,0,0,47.57,100,82800,Weekend,Saturday
03/06/2018 04:00,2.95,5.94,0,0,44.48,100,14400,Weekend,Sunday
03/06/2018 05:15,3.13,6.19,0,0,45.12,100,18900,Weekend,Sunday
03/06/2018 07:00,3.06,6.44,0,0,42.92,100,25200,Weekend,Sunday
03/06/2018 08:45,2.74,4.46,0,0,52.35,100,31500,Weekend,Sunday
03/06/2018 17:15,2.95,0,17.03,0,100,17.07,62100,Weekend,Sunday
03/06/2018 19:45,2.92,0,17.42,0,100,16.53,71100,Weekend,Sunday
03/06/2018 20:00,3.53,0,24.77,0,100,14.11,72000,Weekend,Sunday
03/06/2018 21:15,3.13,0,16.52,0,100,18.62,76500,Weekend,Sunday
03/06/2018 23:15,2.84,4.86,0,0,50.45,100,83700,Weekend,Sunday
04/06/2018 06:45,2.88,5.54,0,0,46.13,100,24300,Weekday,Monday
04/06/2018 08:30,39.74,43.02,0,0.02,67.85,100,30600,Weekday,Monday
04/06/2018 12:30,5,0,23.22,0,100,21.05,45000,Weekday,Monday
04/06/2018 13:00,4.54,0,16.24,0,100,26.92,46800,Weekday,Monday
04/06/2018 15:15,66.53,20.77,0,0.03,95.46,100,54900,Weekday,Monday
04/06/2018 21:30,4.36,0,19.08,0,100,22.28,77400,Weekday,Monday
05/06/2018 00:00,3.56,4.86,0,0,59.09,100,0,Weekday,Tuesday
05/06/2018 02:00,3.53,5,0,0,57.67,100,7200,Weekday,Tuesday
05/06/2018 03:15,3.53,5.04,0,0,57.37,100,11700,Weekday,Tuesday
05/06/2018 05:30,2.92,5.72,0,0,45.47,100,19800,Weekday,Tuesday
05/06/2018 07:00,3.35,5.11,0,0,54.83,100,25200,Weekday,Tuesday
05/06/2018 07:15,3.02,5.22,0,0,50.08,100,26100,Weekday,Tuesday
05/06/2018 13:15,68.08,24.8,2.34,0.03,93.96,99.94,47700,Weekday,Tuesday
05/06/2018 18:15,65.12,33.59,0.5,0.03,88.87,100,65700,Weekday,Tuesday
05/06/2018 20:00,88.74,37.33,0,0.04,92.18,100,72000,Weekday,Tuesday
06/06/2018 14:15,88.7,43.88,0,0.04,89.63,100,51300,Weekday,Wednesday
06/06/2018 22:30,3.56,5.33,0,0,55.54,100,81000,Weekday,Wednesday
07/06/2018 05:15,2.99,5.98,0,0,44.72,100,18900,Weekday,Thursday
07/06/2018 11:00,59.29,27.18,0,0.03,90.9,100,39600,Weekday,Thursday
07/06/2018 17:00,51.73,24.48,0,0.02,90.39,100,61200,Weekday,Thursday
07/06/2018 19:00,40.97,14.98,0,0.02,93.92,100,68400,Weekday,Thursday
07/06/2018 19:45,48.96,24.77,0,0.02,89.23,100,71100,Weekday,Thursday
08/06/2018 18:45,52.49,23.33,0,0.02,91.38,100,67500,Weekday,Friday
09/06/2018 03:30,3.38,5.69,0,0,51.07,100,12600,Weekend,Saturday
09/06/2018 06:30,2.92,5.87,0,0,44.54,100,23400,Weekend,Saturday
09/06/2018 10:00,3.56,0,17.6,0,100,19.83,36000,Weekend,Saturday
09/06/2018 18:45,3.02,0,12.78,0,100,23,67500,Weekend,Saturday
09/06/2018 20:15,3.2,0,19.62,0,100,16.1,72900,Weekend,Saturday
10/06/2018 02:15,2.84,4.75,0,0,51.32,100,8100,Weekend,Sunday
10/06/2018 03:00,2.88,5.15,0,0,48.81,100,10800,Weekend,Sunday
10/06/2018 03:45,2.88,4.9,0,0,50.67,100,13500,Weekend,Sunday
10/06/2018 10:00,3.1,0,16.31,0,100,18.67,36000,Weekend,Sunday
10/06/2018 12:15,3.06,0,11.95,0,100,24.81,44100,Weekend,Sunday
11/06/2018 08:30,69.88,68.9,0,0.03,71.21,100,30600,Weekday,Monday
11/06/2018 13:15,50.9,24.55,3.31,0.02,90.07,99.79,47700,Weekday,Monday
11/06/2018 14:45,96.8,48.92,0,0.04,89.25,100,53100,Weekday,Monday
11/06/2018 15:00,117.22,52.88,0,0.05,91.15,100,54000,Weekday,Monday
11/06/2018 20:00,111.53,51.59,0,0.05,90.76,100,72000,Weekday,Monday
11/06/2018 21:00,37.84,4.5,4.54,0.02,99.3,99.29,75600,Weekday,Monday
12/06/2018 10:30,44.35,16.38,0,0.02,93.81,100,37800,Weekday,Tuesday
12/06/2018 10:45,46.01,19.58,0,0.02,92.01,100,38700,Weekday,Tuesday
12/06/2018 18:15,58.64,25.56,0.54,0.03,91.67,100,65700,Weekday,Tuesday
12/06/2018 18:45,96.55,35.5,0,0.04,93.86,100,67500,Weekday,Tuesday
13/06/2018 02:00,3.46,5.18,0,0,55.54,100,7200,Weekday,Wednesday
